"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
15321,6/30/2019 0:00:00,7934,"146681","1","DEARBORN COUNTY","LAWRENCEBURG","IN",,18,"47025",29,6,1640,"","600 WILSON CREEK RD","2 ","K",1,1962,"51  ",0,11/16/1962 0:00:00,3,0
15324,6/30/2019 0:00:00,7936,"144584","1","WESTSIDE COMMUNITY","CHURCHVILLE","NY",,36,"14428",55,25,6840,"","P.O. BOX 316, 125 EAST BUFFALO STRE","1 ","M",5,1962,"00  ",0,1/1/1962 0:00:00,3,0
15327,6/30/2019 0:00:00,7938,"150585","1","SOUTHWEST FINANCIAL","Dallas","TX",,48,"75247",113,33,1920,"","7610 N Stemmons Fwy Ste 110","2 ","N",7,1962,"50  ",1,1/1/1962 0:00:00,4,0
15328,6/30/2019 0:00:00,7939,"149280","1","K V","AUGUSTA","ME",,23,"04330-3992",11,1,9998,"","316 W RIVER RD","1 ","U",4,1962,"00  ",0,1/1/1962 0:00:00,4,0
15335,6/30/2019 0:00:00,7945,"152682","1","CHABOT","DUBLIN","CA",,6,"94568-2788",1,15,5775,"","7080 DONLON WAY STE 100","3 ","L",1,1962,"34  ",0,1/1/1962 0:00:00,4,0
15358,6/30/2019 0:00:00,7958,"167583","1","ACTORS","New York","NY",,36,"10036-2508",61,12,5600,"","165 W 46th St, 14th fl.","1 ","Y",5,1962,"98  ",1,12/5/1962 0:00:00,5,0
15370,6/30/2019 0:00:00,7966,"449784","1","SAKER SHOP RITE","HOLMDEL","NJ",,34,"07733",25,4,5190,"ATTN: PATRICIA VANOVER","10 CENTERVILLE RD","1 ","E",6,1962,"20  ",0,1/1/1962 0:00:00,2,0
15375,6/30/2019 0:00:00,7970,"512183","1","WOLF POINT","Wolf Point","MT",,30,"59201",85,1,9998,"","PO Box 426","3 ","E",8,1963,"03  ",1,1/2/1963 0:00:00,3,0
15377,6/30/2019 0:00:00,7971,"327480","1","MERIDIAN MISSISSIPPI ANG","MERIDIAN","MS",,28,"39304",75,3,9998,"WESTSIDE STATION","PO BOX 4232 WSS","2 ","M",6,1963,"05  ",1,1/1/1963 0:00:00,3,0
15386,6/30/2019 0:00:00,7975,"169680","1","WESTAR","CAMILLUS","NY",,36,"13031",67,24,8160,"","2565 HAMBLETONIAN WAY, P.O. BOX 60","1 ","J",8,1963,"00  ",0,1/1/1963 0:00:00,3,0
15390,6/30/2019 0:00:00,7977,"269487","1","MAUMEE EDUCATORS","MAUMEE","OH",,39,"43537-2877",95,5,8400,"","950 CASS RD, MAUMEE SCHOOLS SERVICE","1 ","H",6,1963,"04  ",0,1/8/1963 0:00:00,1,0
15393,6/30/2019 0:00:00,7979,"451581","1","STONEHAM MUNICIPAL EMPLOYEES","STONEHAM","MA",,25,"02180-2048",17,5,1120,"","40 PINE ST","1 ","U",7,1963,"36  ",0,1/1/1963 0:00:00,4,0
15394,6/30/2019 0:00:00,7980,"329587","1","BALTIMORE COUNTY EMPLOYEES","Towson","MD",,24,"21204",5,3,720," ","23 W Susquehanna Ave","1 ","C",2,1963,"36  ",0,1/1/1963 0:00:00,5,0
15426,6/30/2019 0:00:00,8000,"453688","1","AMERICAN SPIRIT","NEWARK","DE",,10,"19711",3,1,9160,"","1110 ELKTON RD","1 ","I",7,1963,"49  ",1,2/5/1963 0:00:00,4,0
15433,6/30/2019 0:00:00,8003,"454180","1","MEMPHIS MUNICIPAL EMPLOYEES","Memphis","TN",,47,"38126-1942",157,9,4920,"","577 Dr Ml King Jr Ave","2 ","J",1,1963,"36  ",1,1/1/1963 0:00:00,3,0
15435,6/30/2019 0:00:00,8005,"394080","1","PORTER","DENVER","CO",,8,"80210",31,1,2080,"","850 E HARVARD AVE, SUITE G-45","3 ","F",4,1963,"51  ",0,2/12/1963 0:00:00,3,0
15437,6/30/2019 0:00:00,8007,"393588","1","JEFF DAVIS TEACHERS","JENNINGS","LA",,22,"70546",53,3,9998,"","P.  O.  BOX   676","2 ","I",7,1963,"34  ",1,1/1/1963 0:00:00,2,0
15438,6/30/2019 0:00:00,8008,"278087","1","TOPMARK","LIMA","OH",,39,"45801",3,4,4320,"","1511 N. MAIN ST.","1 ","H",6,1963,"00  ",1,2/15/1963 0:00:00,3,0
15451,6/30/2019 0:00:00,8017,"281489","1","SOLON/CHAGRIN FALLS","SOLON","OH",,39,"44139-4132",35,14,1680,"","33600 INWOOD DR","1 ","O",2,1963,"04  ",0,2/19/1963 0:00:00,2,0
15454,6/30/2019 0:00:00,8019,"517982","1","SHILOH ENGLEWOOD","Chicago","IL",,17,"60636-3509",31,1,1600,"","7058 South Racine Ave","3 ","A",3,1963,"01  ",1,2/20/1963 0:00:00,1,0
15459,6/30/2019 0:00:00,8023,"580388","1","PENN SOUTH COOPERATIVE","New York","NY",,36,"10001-4818",61,10,5600,"","321 8th Ave","1 ","L",8,1963,"03  ",1,1/1/1963 0:00:00,2,0
15467,6/30/2019 0:00:00,8028,"457882","1","KELLY COMMUNITY","Tyler","TX",,48,"75703",423,1,8640,"","2105 West Grande Blvd.","2 ","C",8,1963,"00  ",1,1/1/1963 0:00:00,5,0
15479,6/30/2019 0:00:00,8037,"177788","1","CHICAGO FAUCET","DES PLAINES","IL",,17,"60018-1918",31,5,1600,"","2100  CLEARWATER DR","3 ","A",5,1963,"12  ",0,3/8/1963 0:00:00,1,0
15483,6/30/2019 0:00:00,8038,"397782","1","JERSEY SHORE","NORTHFIELD","NJ",,34,"08225",1,2,560,"","1434 NEW RD","1 ","I",1,1963,"00  ",0,1/1/1963 0:00:00,5,0
15496,6/30/2019 0:00:00,8042,"581983","1","CHESTERFIELD","CHESTERFIELD","VA",,51,"238327",41,7,6760,"","P.O. BOX 820","1 ","S",3,1963,"36  ",0,1/1/1963 0:00:00,4,0
15501,6/30/2019 0:00:00,8045,"521886","1","CORRY AREA SCHOOLS","CORRY","PA",,42,"16407",49,5,2360,"","22 SOUTH 1ST AVE","1 ","N",3,1963,"36  ",1,1/1/1963 0:00:00,2,0
15509,6/30/2019 0:00:00,8051,"337685","1","INDEPENDENCE","INDEPENDENCE","MO",,29,"64050",95,5,3760,"","301 W LEXINGTON AVE STE 260","3 ","D",2,1963,"36  ",0,3/22/1963 0:00:00,2,0
15513,6/30/2019 0:00:00,8054,"290089","1","FORT DIX","JOINT BASE MDL","NJ",,34,"08640",5,0,6160,"","5408 DELAWARE AVE","1 ","E",4,1963,"05  ",0,1/1/1963 0:00:00,2,0
15516,6/30/2019 0:00:00,8056,"289887","1","PERU","Peru","NY",,36,"12972",19,21,5380,"","PO Box 565","1 ","J",7,1963,"66  ",0,1/1/1963 0:00:00,3,0
15522,6/30/2019 0:00:00,8058,"291684","1","LOCAL 265 IBEW","LINCOLN","NE",,31,"68542",109,1,4360,"","PO BOX 22725","3 ","D",4,1963,"03  ",0,1/1/1963 0:00:00,2,0
15523,6/30/2019 0:00:00,8059,"400084","1","TONGASS","KETCHIKAN","AK",,2,"99901-6046",130,1,9998,"","2000 TONGASS AVE","3 ","J",7,1963,"00  ",1,3/29/1963 0:00:00,4,0
15532,6/30/2019 0:00:00,8065,"401689","1","PAGODA","READING","PA",,42,"19601",11,16,6680,"","833 WASHINGTON STREET","1 ","I",2,1963,"00  ",0,1/1/1963 0:00:00,3,0
15536,6/30/2019 0:00:00,8068,"339782","1","VA BEACH POSTAL","VIRGINIA BEACH","VA",,51,"23452-7306",810,2,5720,"","501 VIKING DR # A","1 ","S",9,1963,"36  ",0,1/1/1963 0:00:00,2,0
15539,6/30/2019 0:00:00,8071,"181682","1","TOWN OF HEMPSTEAD EMPLOYEES","NORTH BALDWIN","NY",,36,"11510",59,4,5380,"","1830 GRAND AVE","1 ","Y",5,1963,"36  ",0,1/1/1963 0:00:00,5,0
15551,6/30/2019 0:00:00,8077,"463883","1","J D M H","JEANNETTE","PA",,42,"15644",129,18,6280,"","520 JEFFERSON AVE, 6TH FLOOR","1 ","O",7,1963,"51  ",1,1/1/1963 0:00:00,2,0
15563,6/30/2019 0:00:00,8081,"341589","1","BAYCEL","BAY CITY","TX",,48,"77414-5240",321,27,9998,"","2320 6TH ST","2 ","E",10,1963,"00  ",1,1/1/1963 0:00:00,4,0
15565,6/30/2019 0:00:00,8082,"586689","1","BELTON","BELTON","TX",,48,"76513",27,31,3810,"","PO BOX 269","2 ","N",2,1963,"34  ",0,1/1/1963 0:00:00,2,0
15588,6/30/2019 0:00:00,8096,"301882","1","G G W","New Orleans","LA",,22,"70113",71,2,5560,"","2128 Jackson Ave","2 ","I",2,1963,"20  ",1,1/1/1963 0:00:00,1,0
15589,6/30/2019 0:00:00,8097,"300287","1","CADDO PARISH TEACHERS","SHREVEPORT","LA",,22,"71133",17,4,7680,"","PO BOX 3133","2 ","J",10,1963,"34  ",1,1/1/1963 0:00:00,3,0
15591,6/30/2019 0:00:00,8099,"343686","1","SCRANTON TIMES DOWNTOWN","Scranton","PA",,42,"18503-2015",69,8,7560,"","129 Penn Ave","1 ","F",3,1963,"53  ",1,1/1/1963 0:00:00,3,0
15602,6/30/2019 0:00:00,8105,"185886","1","CENLA","ALEXANDRIA","LA",,22,"71309",79,5,220,"","PO BOX 1271","2 ","J",2,1963,"34  ",1,1/1/1963 0:00:00,5,0
15605,6/30/2019 0:00:00,8106,"406385","1","LAUNCH","MERRITT ISLAND","FL",,12,"32952",9,8,4900,"","300 S PLUMOSA ST","2 ","A",1,1963,"00  ",1,1/1/1963 0:00:00,6,0
15614,6/30/2019 0:00:00,8110,"186388","1","ALBION SCHOOL EMPLOYEES","ALBION","NY",,36,"14411",73,27,6840,"","254 EAST AVE","1 ","M",6,1963,"04  ",1,1/1/1963 0:00:00,2,0
15616,6/30/2019 0:00:00,8111,"303989","1","ARNOLD BAKERS EMPLOYEES","GREENWICH","CT",,9,"06830",1,4,8040,"","10 HAMILTON AVE","1 ","K",7,1963,"15  ",1,1/1/1963 0:00:00,2,0
15618,6/30/2019 0:00:00,8112,"529181","1","AFGM ENTERPRISES","CHEEKTOWAGA","NY",,36,"14225",29,26,1280,"","132 CAYUGA RD","1 ","M",4,1963,"98  ",0,1/1/1963 0:00:00,3,0
15619,6/30/2019 0:00:00,8113,"469081","1","ACADIA","FORT KENT","ME",,23,"04743",3,2,9998,"","9 EAST MAIN STREET","1 ","U",4,1963,"66  ",1,1/1/1963 0:00:00,5,0
15632,6/30/2019 0:00:00,8123,"592680","1","TELBEC","Beckley","WV",,54,"25801-9069",81,3,9998,"","3695 Robert C Byrd Dr","1 ","P",10,1963,"53  ",1,5/20/1963 0:00:00,3,0
15650,6/30/2019 0:00:00,8133,"347880","1","H E B","San Antonio","TX",,48,"78218",29,20,1880,"","P O Box 18387","2 ","H",3,1963,"50  ",0,1/1/1963 0:00:00,5,0
15652,6/30/2019 0:00:00,8135,"533085","1","U F C W LOCAL 1776","PLYMOUTH MEETIN","PA",,42,"19462",91,7,6160,"","3031 A WALTON ROAD, SUITE 310","1 ","E",9,1963,"98  ",1,1/1/1963 0:00:00,2,0
15659,6/30/2019 0:00:00,8140,"472483","1","MARIN COUNTY","SAN RAFAEL","CA",,6,"94903",41,2,7360,"","30 N. SAN PEDRO RD. #115","3 ","L",2,1963,"00  ",0,1/1/1963 0:00:00,4,0
15662,6/30/2019 0:00:00,8142,"190282","1","I C S","ELMA","NY",,36,"14059",29,27,1280,"","PO BOX 32","1 ","M",9,1963,"34  ",0,1/1/1963 0:00:00,1,0
15669,6/30/2019 0:00:00,8147,"534680","1","MOOG EMPLOYEES","EAST AURORA","NY",,36,"14052",29,0,1280,"","SENECA STREET","1 ","M",1,1963,"43  ",0,1/1/1963 0:00:00,5,0
15672,6/30/2019 0:00:00,8149,"191887","1","SEA COMM","MASSENA","NY",,36,"13662",89,21,9998,"","30 STEARNS STREET","1 ","A",8,1963,"66  ",1,1/1/1963 0:00:00,6,0
15673,6/30/2019 0:00:00,8150,"349987","1","ISRAEL METHCOMM","CHICAGO","IL",,17,"60619",31,1,1600,"","PO BOX 19144","3 ","A",1,1963,"01  ",1,6/13/1963 0:00:00,1,0
15732,6/30/2019 0:00:00,8181,"632791","1","UNIFY FINANCIAL","TORRANCE","CA",,6,"90501",37,43,4480,"","1899 WESTERN WAY","3 ","P",5,1963,"44  ",1,1/1/1963 0:00:00,6,0
15738,6/30/2019 0:00:00,8185,"355988","1","MUNSEETOWN COMMUNITY","MUNCIE","IN",,18,"47303-2104",35,6,5280,"","1805 N ELM ST","2 ","L",2,1963,"00  ",1,7/25/1963 0:00:00,2,0
15741,6/30/2019 0:00:00,8187,"417082","1","TRONA VALLEY COMMUNITY","GREEN RIVER","WY",,56,"82935-5554",37,1,9998,"","840 HITCHING POST DR","3 ","E",7,1963,"66  ",0,7/29/1963 0:00:00,5,0
15752,6/30/2019 0:00:00,8193,"540681","1","NUCOR EMPLOYEES","FORT PAYNE","AL",,1,"35968",49,4,9998,"","PO BOX 680169","2 ","M",11,1963,"12  ",1,1/1/1963 0:00:00,2,0
15757,6/30/2019 0:00:00,8195,"601283","1","MT ZION INDIANAPOLIS","INDIANAPOLIS","IN",,18,"46208",97,7,3480,"","3549 BOULEVARD PL","2 ","L",6,1963,"54  ",1,8/7/1963 0:00:00,1,0
15766,6/30/2019 0:00:00,8202,"480581","1","MID-HUDSON VALLEY","KINGSTON","NY",,36,"12402",111,19,9998,"","PO BOX 1429","1 ","J",2,1963,"00  ",0,8/12/1963 0:00:00,6,0
15779,6/30/2019 0:00:00,8209,"419189","1","LATVIAN HERITAGE","GRAND RAPIDS","MI",,26,"49515",81,3,2160,"","504 GRAND AVE NE, P.O. BOX 152125","1 ","Q",6,1963,"98  ",0,8/16/1963 0:00:00,2,0
15784,6/30/2019 0:00:00,8211,"359089","1","NOVO","Norco","CA",,6,"92860-0129",65,42,6780,"","P O Box 129","3 ","N",9,1963,"36  ",0,1/1/1963 0:00:00,3,0
15788,6/30/2019 0:00:00,8213,"358587","1","COMMON CENTS","BEAUMONT","TX",,48,"77720-0396",245,14,840,"","PO BOX 20396","2 ","E",8,1963,"00  ",1,1/1/1963 0:00:00,3,0
15790,6/30/2019 0:00:00,8215,"420484","1","DELAWARE ALLIANCE","NEW CASTLE","DE",,10,"19720-6327",3,1,9160,"","2320 N DUPONT HIGHWAY","1 ","I",7,1963,"36  ",1,8/20/1963 0:00:00,3,0
15797,6/30/2019 0:00:00,8220,"52885","1","IRON WORKERS","Pittsburgh","PA",,42,"15222-4512",3,14,6280,"","2201 Liberty Ave Ste 201","1 ","N",5,1963,"42  ",1,1/1/1963 0:00:00,2,0
15802,6/30/2019 0:00:00,8223,"483180","1","HUDSON VALLEY","POUGHKEEPSIE","NY",,36,"12602-1071",27,18,6460,"","P.O. BOX 1071","1 ","J",2,1963,"00  ",0,1/1/1963 0:00:00,6,0
15805,6/30/2019 0:00:00,8225,"605487","1","M B F T","THURMONT","MD",,24,"21788",21,8,8840,"","1 POPLAR ST","1 ","C",4,1963,"15  ",0,1/1/1963 0:00:00,1,0
15812,6/30/2019 0:00:00,8228,"55484","1","SHILOH BAPTIST","WAUKEGAN","IL",,17,"60085",97,10,3965,"","800 S GENESEE ST","3 ","A",3,1963,"01  ",1,9/6/1963 0:00:00,1,0
15815,6/30/2019 0:00:00,8230,"53387","1","SOUTHLAND","Lufkin","TX",,48,"75904-5624",5,1,9998,"","2601 S John Redditt Dr","2 ","E",5,1963,"00  ",1,1/1/1963 0:00:00,3,0
15817,6/30/2019 0:00:00,8231,"202587","1","PILGRIM CUCC","Houston","TX",,48,"77004",201,18,3360,"","3118 Blodgett St","2 ","E",7,1963,"54  ",1,1/1/1963 0:00:00,1,0
15847,6/30/2019 0:00:00,8247,"425180","1","U-HAUL","Phoenix","AZ",,4,"85036",13,7,6200,"","P O BOX 21506","3 ","G",1,1963,"22  ",1,9/26/1963 0:00:00,2,0
15848,6/30/2019 0:00:00,8248,"61485","1","CBI","PLAINFIELD","IL",,17,"60544-5560",197,14,1600,"","13717 S ROUTE 30, UNIT 157","3 ","A",1,1963,"12  ",0,9/27/1963 0:00:00,3,0
15860,6/30/2019 0:00:00,8258,"365080","1","ELECTCHESTER","FLUSHING","NY",,36,"11365-4357",81,6,5600,"","16110 JEWEL AVE # TB","1 ","L",9,1963,"03  ",0,1/1/1963 0:00:00,1,0
15863,6/30/2019 0:00:00,8260,"364588","1","PREMIER","GREENSBORO","NC",,37,"27415",81,6,3120,"","PO BOX 26590","2 ","G",7,1963,"49  ",1,1/1/1963 0:00:00,5,0
15874,6/30/2019 0:00:00,8266,"611488","1","MEMBERS TRUST","MASON","OH",,39,"45040",165,1,1640,"","4000 LUXOTTICA PL","1 ","G",4,1963,"49  ",0,10/8/1963 0:00:00,3,0
15882,6/30/2019 0:00:00,8272,"427287","1","DESCO","PORTSMOUTH","OH",,39,"45662",145,2,9998,"","P.O. BOX 1546","1 ","G",4,1963,"00  ",1,1/1/1963 0:00:00,5,0
15928,6/30/2019 0:00:00,8296,"210685","1","TROY","TROY","NY",,36,"12180",83,20,160,"","2175 6TH AVE","1 ","J",6,1963,"36  ",1,1/1/1963 0:00:00,2,0
15935,6/30/2019 0:00:00,8301,"370589","1","CHA-TEL","Charleston","WV",,54,"25314",39,2,1480,"","1500 Maccorkle Ave","1 ","P",3,1963,"53  ",1,11/18/1963 0:00:00,3,0
15938,6/30/2019 0:00:00,8303,"492883","1","SIXTH AVENUE BAPTIST","BIRMINGHAM","AL",,1,"35211-2841",73,7,1000,"","1101 MARTIN LUTHER KING JR DR","2 ","M",10,1963,"01  ",1,1/1/1963 0:00:00,2,0
15942,6/30/2019 0:00:00,8305,"493385","1","LAKE COMMUNITY","HARTVILLE","OH",,39,"44632",151,7,1320,"","PO BOX 457","1 ","H",3,1963,"00  ",1,11/18/1963 0:00:00,3,0
15961,6/30/2019 0:00:00,8313,"212782","1","H & H","Stinnett","TX",,48,"79083",233,13,9998,"","PO Box 1187","2 ","C",1,1963,"34  ",0,1/1/1963 0:00:00,3,0
15973,6/30/2019 0:00:00,8321,"78483","1","EXPRESS-NEWS","San Antonio","TX",,48,"78205-2006",29,35,7240,"","301 Avenue E","2 ","H",20,1963,"53  ",1,1/1/1963 0:00:00,2,0
16009,6/30/2019 0:00:00,8339,"497589","1","ATLANTIC CITY","LANDER","WY",,56,"82520-2663",13,1,9998,"","1005 11TH ST","3 ","E",7,1964,"00  ",1,1/2/1964 0:00:00,5,0
16011,6/30/2019 0:00:00,8340,"374783","1","ATTLEBORO M E","ATTLEBORO","MA",,25,"02703-3909",5,4,1120,"","138 S MAIN ST","1 ","B",4,1964,"36  ",0,1/1/1964 0:00:00,3,0
16014,6/30/2019 0:00:00,8343,"83982","1","COFFEE COUNTY TEACHERS","DOUGLAS","GA",,13,"31533-3128",69,12,9998,"","1006 MADISON AVE N","2 ","D",1,1964,"34  ",1,1/1/1964 0:00:00,2,0
16016,6/30/2019 0:00:00,8344,"620088","1","PAWTUCKET MUNICIPAL EMPLOYEES","PAWTUCKET","RI",,44,"02860-2129",7,1,6480,"","137 ROOSEVELT AVE.","1 ","A",3,1964,"36  ",0,1/1/1964 0:00:00,2,0
16030,6/30/2019 0:00:00,8351,"622185","1","CHAFFEY","UPLAND","CA",,6,"91785",71,31,6780,"","PO BOX 700","3 ","N",9,1964,"34  ",0,1/1/1964 0:00:00,5,0
16042,6/30/2019 0:00:00,8359,"561583","1","WESTERN NEW YORK","WEST SENECA","NY",,36,"14224",29,26,1280,"","1937 UNION RD","1 ","M",2,1964,"00  ",0,1/1/1964 0:00:00,4,0
16046,6/30/2019 0:00:00,8363,"90485","1","GEORGETOWN","WASHINGTON","DC",,11,"20057-1106",1,1,8840,"","GEORGETOWN UNIVERSITY, BOX 571106","1 ","T",3,1964,"04  ",1,1/1/1964 0:00:00,3,0
16061,6/30/2019 0:00:00,8372,"92582","1","CITY OF DEER PARK","Deer Park","TX",,48,"77536",201,36,3360,"","2005 Center St","2 ","E",7,1964,"36  ",0,1/1/1964 0:00:00,2,0
16063,6/30/2019 0:00:00,8373,"379489","1","BVA","Belle Vernon","PA",,42,"15012-1941",129,18,6280,"C/O MR. RICHARD NEDROW","608 Rostraver Rd","1 ","O",6,1964,"34  ",1,1/1/1964 0:00:00,3,0
16065,6/30/2019 0:00:00,8374,"220880","1","HOWARD COUNTY SCHOOL EM","KOKOMO","IN",,18,"46902",67,4,3850,"","105 W SOUTHWAY BLVD","2 ","L",8,1964,"04  ",1,2/14/1964 0:00:00,3,0
16067,6/30/2019 0:00:00,8376,"221382","1","THE ANDOVERS","ANDOVER","MA",,25,"01810-3909",9,3,4160,"","19C LUPINE RD","1 ","B",1,1964,"36  ",0,1/1/1964 0:00:00,3,0
16085,6/30/2019 0:00:00,8387,"381286","1","FLINT","REYNOLDS","GA",,13,"31076",269,2,9998,"","PO BOX 374","2 ","D",2,1964,"53  ",0,1/1/1964 0:00:00,2,0
16090,6/30/2019 0:00:00,8390,"443483","1","ROUTT","STEAMBOAT SPRIN","CO",,8,"80487-8935",107,3,9998,"","440 S LINCOLN AVE STE B3","3 ","F",3,1964,"34  ",0,2/26/1964 0:00:00,2,0
16096,6/30/2019 0:00:00,8392,"96786","1","AFLAC","COLUMBUS","GA",,13,"31999-0001",215,0,1800,"","1932 WYNNTON RD","2 ","D",5,1964,"20  ",0,1/1/1964 0:00:00,5,0
16113,6/30/2019 0:00:00,8403,"100683","1","HERITAGE GROVE","SALEM","OR",,41,"97309",47,5,7080,"","PO BOX 2227","3 ","J",4,1964,"00  ",1,3/4/1964 0:00:00,5,0
16119,6/30/2019 0:00:00,8407,"567884","1","IBEW LOCAL UNION 712","BEAVER","PA",,42,"15009",7,12,845," ","217 SASSAFRAS Aly","1 ","N",5,1964,"03  ",0,1/1/1964 0:00:00,2,0
16126,6/30/2019 0:00:00,8412,"446082","1","GARY MUNICIPAL EMPLOYEES","GARY","IN",,18,"46402",89,1,2960,"","401 BROADWAY, ROOM B1","2 ","L",3,1964,"06  ",1,3/9/1964 0:00:00,1,0
16168,6/30/2019 0:00:00,8439,"758888","1","GEOVISTA","HINESVILLE","GA",,13,"31310",179,1,9998,"","PO BOX 132","2 ","D",7,1964,"00  ",1,1/1/1964 0:00:00,5,0
16171,6/30/2019 0:00:00,8441,"883481","1","HUNTINGTON COUNTY","HUNTINGTON","IN",,18,"46750-0804",69,3,9998,"","PO BOX 804","2 ","L",9,1964,"00  ",0,3/27/1964 0:00:00,2,0
16174,6/30/2019 0:00:00,8444,"944083","1","UNIVERSITY OF TOLEDO","TOLEDO","OH",,39,"43615-5868",95,9,8400,"","5248 HILL AVE","1 ","H",3,1964,"34  ",1,3/31/1964 0:00:00,4,0
16176,6/30/2019 0:00:00,8445,"761187","1","CANANDAIGUA","CANANDAIGUA","NY",,36,"14424",69,23,6840,"","3210 EASTERN BLVD","1 ","M",2,1964,"34  ",0,1/1/1964 0:00:00,3,0
16178,6/30/2019 0:00:00,8446,"945688","1","WATERFRONT","SEATTLE","WA",,53,"98106-1156",33,7,7600,"","2414 SW ANDOVER ST STE E100","3 ","I",10,1964,"98  ",0,4/2/1964 0:00:00,4,0
16190,6/30/2019 0:00:00,8452,"946180","1","RIM COUNTRY","SNOWFLAKE","AZ",,4,"85937",17,1,9998,"","216 S MAIN ST","3 ","G",1,1964,"49  ",0,1/1/1964 0:00:00,3,0
16196,6/30/2019 0:00:00,8457,"764889","1","POMONA POSTAL","POMONA","CA",,6,"91769",37,35,4480,"","PO BOX 2043","3 ","N",8,1964,"06  ",0,1/1/1964 0:00:00,2,0
16207,6/30/2019 0:00:00,8463,"888187","1","STATE CS EMPLOYEES","WATERTOWN","NY",,36,"13601",45,21,9998,"","317 WASHINGTON ST","1 ","J",8,1964,"36  ",1,1/1/1964 0:00:00,3,0
16209,6/30/2019 0:00:00,8465,"701080","1","LATROBE AREA HOSPITAL","LATROBE","PA",,42,"15650",129,18,6280,"","121 W 2ND AVE","1 ","O",7,1964,"51  ",1,1/1/1964 0:00:00,3,0
16213,6/30/2019 0:00:00,8468,"702685","1","FINANCIAL BUILDERS","KOKOMO","IN",,18,"46902-3706",67,4,3850,"","2828 S LAFOUNTAIN ST","2 ","L",5,1964,"00  ",0,4/20/1964 0:00:00,5,0
16218,6/30/2019 0:00:00,8471,"952181","1","XCEL","Bloomfield","NJ",,34,"07003",13,11,3640,"MAILING & PHYSICAL ADDRESS IS NJ","1460 Broad St","1 ","D",8,1964,"36  ",1,1/1/1964 0:00:00,5,0
16236,6/30/2019 0:00:00,8481,"953786","1","GATES CHILI","Rochester","NY",,36,"14624-1340",55,25,6840,"","2870 Buffalo Rd","1 ","M",3,1964,"00  ",0,1/1/1964 0:00:00,3,0
16242,6/30/2019 0:00:00,8485,"706889","1","KASE","VANDERGRIFT","PA",,42,"15690",129,12,6280,"GRACE MOORE","110 GRANT AVE","1 ","O",1,1964,"00  ",1,1/1/1964 0:00:00,1,0
16248,6/30/2019 0:00:00,8490,"896285","1","NORTH MEMORIAL","ROBBINSDALE","MN",,27,"55422-2926",53,5,5120,"","3300 OAKDALE AVE N","3 ","C",2,1964,"51  ",0,1/1/1964 0:00:00,3,0
16256,6/30/2019 0:00:00,8495,"958482","1","WASHINGTON EDUCATIONAL ASSOC","FRANKLINTON","LA",,22,"70438",117,5,9998,"","308 - 11TH AVENUE","2 ","I",1,1964,"04  ",1,1/1/1964 0:00:00,1,0
16264,6/30/2019 0:00:00,8501,"710783","1","DEVILS SLIDE","Morgan","UT",,49,"84050",29,1,9998,"","PO Box 588","3 ","G",1,1964,"00  ",1,1/1/1964 0:00:00,3,0
16268,6/30/2019 0:00:00,8503,"899987","1","W S S C","LAUREL","MD",,24,"20707",33,4,8840,"","P.O. BOX 1187","1 ","C",8,1964,"53  ",1,1/1/1964 0:00:00,3,0
16271,6/30/2019 0:00:00,8505,"960289","1","BAKER HUGHES","Houston","TX",,48,"77252",201,29,3360,"","PO Box 2188","2 ","E",10,1964,"43  ",0,1/1/1964 0:00:00,3,0
16273,6/30/2019 0:00:00,8506,"778185","1","MONTANA HEALTH","Billings","MT",,30,"59103",111,1,880,"","PO Box 2376","3 ","E",4,1964,"21  ",0,1/1/1964 0:00:00,3,0
16278,6/30/2019 0:00:00,8508,"900182","1","SCHENECTADY COUNTY EMPLOYEES","SCHENECTADY","NY",,36,"12305",93,20,160,"","388 BROADWAY SUITE B","1 ","J",9,1964,"36  ",0,1/1/1964 0:00:00,2,0
16285,6/30/2019 0:00:00,8515,"779780","1","INTER-AMERICAN","BROOKLYN","NY",,36,"11217",47,8,5600,"","88 HANSON PL","1 ","L",9,1964,"01  ",1,1/1/1964 0:00:00,1,0
16327,6/30/2019 0:00:00,8539,"932482","1","MISSISSIPPI HIGHWAY SAFTY PAT","Jackson","MS",,28,"39205",49,3,3560,"","P.O. Box 958","2 ","M",1,1964,"06  ",1,1/1/1964 0:00:00,3,0
16335,6/30/2019 0:00:00,8544,"685582","1","WEBSTER","WEBSTER","NY",,36,"14580-2410",55,25,6840,"","815 RIDGE ROAD","1 ","M",1,1964,"00  ",0,1/1/1964 0:00:00,3,0
16351,6/30/2019 0:00:00,8554,"783282","1","LUFKIN","LUFKIN","TX",,48,"75915",5,1,9998,"","PO BOX 150940","2 ","E",8,1964,"00  ",1,1/1/1964 0:00:00,3,0
16360,6/30/2019 0:00:00,8559,"784887","1","SUMA YONKERS","YONKERS","NY",,36,"10701",119,16,5600,"","125 CORPORATE BLVD","1 ","K",7,1964,"02  ",1,1/1/1964 0:00:00,5,0
