"Account","AcctName","AcctDesc","TableName","Annualize","CBSAccount","FPRAccount","STATAcctMain","STATAcctState","STATAcctGraph","STATAcctTable8"
"Acct_128B","Payday Alternative Loans (PAL loans) (FCU only) 180-359 days delinquent","Payday Alternative Loans (PAL loans) (FCU only) 180-359 days delinquent","FS220H",0,0,0,0,0,0,0
"Acct_129A","Number of Payday Alternative Loans (PAL loans) (FCU only) >=360 days delinquent","Number of Payday Alternative Loans (PAL loans) (FCU only) >=360 days delinquent","FS220H",0,0,0,0,0,0,0
"Acct_129B","Payday Alternative Loans (PAL loans) (FCU only) >=360 days delinquent","Payday Alternative Loans (PAL loans) (FCU only) >=360 days delinquent","FS220H",0,0,0,0,0,0,0
"Acct_130A","Total Number of Reportable Delinquent Loans for Payday Alternative Loans (PAL loans) (FCU only)","Total Number of Reportable Delinquent Loans for Payday Alternative Loans (PAL loans) (FCU only)","FS220H",0,0,0,0,0,0,0
"Acct_130B","Total Reportable  Payday Alternative Loans (PAL loans) (FCU only) Delinquent Loans","Total Reportable  Payday Alternative Loans (PAL loans) (FCU only) Delinquent Loans","FS220H",0,0,0,0,0,0,0
"Acct_131","Fee Income","Fees charged to members for services or membership (i.e., overdraft fees, ATM fees, credit card fees, etc.).","FS220A",1,1,1,1,1,0,1
"Acct_132","Agriculture Related MBLs - Amount Charged-Off YTD","Report the dollar amount of member business agricultural loans charged-off year-to-date.","FS220A",1,0,0,1,0,0,0
"Acct_133","MBLs (Non-Agriculture)  Amount Charged-Off YTD","This account was used prior to June 2006.","FS220A",1,0,0,1,0,0,0
"Acct_134","Agriculture Related MBLs - Amount Recovered YTD","Report the dollar amount of member business agricultural loans recovered year-to-date.","FS220A",1,0,0,1,0,0,0
"Acct_135","MBLs (Non-Agriculture) Amount Recovered YTD","This account was used prior to June 2006.","FS220A",1,0,0,1,0,0,0
"Acct_136","YTD Charge Offs of Payday Alternative Loans (PAL loans) (FCU only)","YTD Charge Offs of Payday Alternative Loans (PAL loans) (FCU only)","FS220H",0,0,0,0,0,0,0
"Acct_137","YTD Recoveries of Payday Alternative Loans (PAL loans) (FCU only)","YTD Recoveries of Payday Alternative Loans (PAL loans) (FCU only)","FS220H",0,0,0,0,0,0,0
"Acct_140","MBLs - Allowance for Loan Losses","Report the dollar amount of the allowance for loan losses account that is reserved for any member business loans.","FS220A",0,0,0,1,0,0,0
"Acct_142","MBLS- Aggregate of All Concentrations of Credit","Report the dollar amount of loans made to any member or group of associated members whose business loans exceed 15% of the credit union's reserves (less the allowance for loan losses account) or $75,000, whichever is greater.","FS220A",0,0,0,1,0,0,0
"Acct_143","MBLs - Construction or Development","Report the dollar amount of member business loans disbursed for purpose of acquisition of property or rights to property. This includes land or structure loans made with the intent of conversion into an income producing property such as residential housing for rental or sale, commercial or industrial use, or a similar use.","FS220A",0,0,0,1,0,0,0
"Acct_143A","Number of Construction and Development Loans Outstanding","Construction and Development Loans:  Number of Loans Outstanding","FS220",0,1,1,0,0,0,0
"Acct_143A1","Number of construction and development member business loans outstanding","Number of construction and development member business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_143A2","Number of purchased business loans or participation interests to nonmembers outstanding secured by construction and development Loans","Number of purchased business loans or participation interests to nonmembers outstanding secured by construction and development Loans","FS220H",0,0,0,0,0,0,0
"Acct_143A3","Number of member construction and development commercial loans","Number of member construction and development commercial loans","FS220L",0,0,0,0,0,0,0
"Acct_143A4","Number of purchased or participation interests in  commercial loans secured by construction and development property to nonmembers","Number of purchased or participation interests in  commercial loans secured by construction and development property to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_143B","Amount of Construction and Development Loans","Construction and Development Loans:  Amount of Loans Outstanding","FS220",0,1,1,0,0,0,0
"Acct_143B1","Amount of construction and development member business loans outstanding","Amount of construction and development member business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_143B2","Amount of purchased business loans or participation interests to nonmembers outstanding secured by construction and development Loans","Amount of purchased business loans or participation interests to nonmembers outstanding secured by construction and development Loans","FS220H",0,0,0,0,0,0,0
"Acct_143B3","Outstanding balance of member construction and development commercial loans","Outstanding balance of member construction and development commercial loans","FS220L",0,0,0,0,0,0,0
"Acct_143B4","Outstanding balance of purchased or participation interests in commercial loans secured by construction and development property to nonmembers","Outstanding balance of purchased or participation interests in commercial loans secured by construction and development property to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_143C","Number of Construction and Development Loans Granted or Purchased Year-to-Date","Construction and Development Loans:  Number of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_143C1","Number of construction and development member business loans granted or purchased YTD","Number of construction and development member business loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_143C2","Number of purchased business loans or participation interests to nonmembers purchased YTD secured by construction and development Loans","Number of purchased business loans or participation interests to nonmembers purchased YTD secured by construction and development Loans","FS220H",0,0,0,0,0,0,0
"Acct_143C3","Number of member construction and development commercial loans granted or purchased YTD","Number of member construction and development commercial loans granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_143C4","Number of purchased or participation interests in commercial loans secured by construction and development property to nonmembers purchased YTD","Number of purchased or participation interests in commercial loans secured by construction and development property to nonmembers purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_143D","Amount of Construction and Development Loans Granted or Purchased Year-to-Date","Construction and Development Loans:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_143D1","Amount of construction and development member business loans granted or purchased YTD","Amount of construction and development member business loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_143D2","Amount of purchased business loans or participation interests to nonmembers purchased YTD secured by construction and development Loans","Amount of purchased business loans or participation interests to nonmembers purchased YTD secured by construction and development Loans","FS220H",0,0,0,0,0,0,0
"Acct_143D3","Dollar Amount of member construction and development commercial loans granted or purchased YTD","Dollar Amount of member construction and development commercial loans granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_143D4","Dollar Amount of purchased or participation interests in commercial loans secured by construction and development property to nonmembers purchased YTD","Dollar Amount of purchased or participation interests in commercial loans secured by construction and development property to nonmembers purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_144","Amount of construction or development for business purpose loans.","For purpose of acquisition of property or rights to property.This includes land or structure loans made with intent of conversion into an income producing property such as residential housing for rental or sale, commercial or industrial use, or similar use.This account was used prior to March 1994.","FS220A",0,0,0,1,0,0,0
"Acct_210","Employee Compensation and Benefits","Salaries, reimbursement to sponsor when credit union employees are on the sponsor's payroll, benefits, pension plan costs, and employer's taxes.","FS220A",1,1,1,1,1,0,1
"Acct_230","Travel and Conference Expense","Authorized expenses incurred by officers, directors and employees for travel, attendance at conferences and other meetings.","FS220A",1,1,0,1,1,0,1
"Acct_250","Office Occupancy Expense","Expenses related to occupying an office including rent, utilities, depreciation, taxes, amortization of leasehold improvements.","FS220A",1,1,0,1,1,0,1
"Acct_260","Office Operations Expense","Expenses related to the operation of an office including communications, stationery and supplies, liability insurance, furniture rental and/or maintenance, depreciation, bank charges, in-house EDP cost, etc.","FS220A",1,1,0,1,1,0,1
"Acct_270","Educational and Promotional Expense","Advertising, publicity, and promotions.","FS220A",1,1,0,1,1,0,1
"Acct_280","Loan Servicing Expense","Collection expenses, recording fees, credit reports, credit card program expenses, loan servicing fees.","FS220A",1,1,0,1,1,0,1
"Acct_290","Professional and Outside Services","Legal fees, audit fees, accounting services, consulting fees, and outside EDP servicing.","FS220A",1,1,0,1,1,0,1
"Acct_300","Provision for Loan & Lease Losses","Expense recorded in order to maintain the allowance for loan losses account.","FS220",1,1,1,1,1,1,1
"Acct_305","Provision for Investment Losses.","Expenses recorded to maintain a reasonable balance in the allowance for investment losses account.","FS220A",0,1,1,1,1,0,0
"Acct_310","Member Insurance","Member Insurance","FS220A",1,1,0,1,1,0,1
"Acct_310A","Other Member Insurance Expense","Other Member Insurance Expense","FS220H",0,0,0,0,0,0,0
"Acct_311","NCUSIF Stabilization Expense","NCUSIF Stabilization Expense","FS220G",0,0,0,0,0,0,0
"Acct_311A","NCUSIF Premium Expense","NCUSIF Premium Expense","FS220H",0,0,0,0,0,0,0
"Acct_314","Amount of loans outstanding for business purpose agricultural related loans.","This account was used prior to March 1994.Not already reported as a member business loans.","FS220A",0,0,0,1,0,0,0
"Acct_315","Amount of loans outstanding for business purpose non-agricultural related loans.","Not already reported as a member business loan. This account was used prior to March 1994.","FS220A",0,0,0,1,0,0,0
"Acct_320","Operating Fees (Examination and/or supervision fees)","Annual operating fee assessed by NCUA for federal credit union; or by State Supervisory Authority for state-chatered credit union.","FS220A",1,1,0,1,1,0,1
"Acct_340","Interest on Borrowed Money","Interest cost for borrowed money from all sources including certificates of indebtedness.","FS220",1,1,1,1,1,1,1
"Acct_350","Total Interest Expense (Sum of items 6-8)","Sum of dividends on shares, interest on deposits (for state charters), and interest on borrowed money.","FS220A",1,0,0,0,0,0,0
"Acct_360","Miscellaneous Operating Expenses","Total Miscellaneous Operating Expenses, including cash over and short, annual meeting expenses, association dues, etc.","FS220A",1,1,0,1,1,0,1
"Acct_370","Amount of Used Vehicle Loans","Include the dollar amount of used vehicle loans where the vehicle is pledged as security.","FS220A",0,1,1,1,1,0,0
"Acct_380","Dividends on Shares (Includes dividends earned during current period)","Dividend expenses incurred for all classes of shares year-to-date.","FS220",1,1,1,1,1,1,1
"Acct_381","Interest on Deposits (Total interest expense for deposit accounts) (SCU Only)","Interest on all deposits year-to-date.","FS220A",1,1,1,1,1,1,1
"Acct_384","Unsecured Loans","Amount of unsecured loans.This account was used prior to december 1991.","FS220A",0,0,0,1,0,0,0
"Acct_385","Amount of New Vehicle Loans","Include the dollar amount of new vehicle loans where the vehicle is pledged as security.","FS220A",0,1,1,1,1,0,0
"Acct_386","Amount of Total Other RE Loans/Lines of Credit","Amount of Total Other RE Loans/Lines of Credit","FS220",0,1,1,1,1,0,1
"Acct_386A","Amount of Total Loans/Lines of Credit Secured by Junior Lien 1-4 Family Residential Properties","Amount of Total Loans/Lines of Credit Secured by Junior Lien 1-4 Family Residential Properties","FS220L",0,0,0,0,0,0,0
"Acct_386B","Amount of All Other Real Estate Loans/Lines of Credit","Amount of All Other Real Estate Loans/Lines of Credit","FS220L",0,0,0,0,0,0,0
"Acct_387","Amount All Other MBLs (Non-agriculture)","Report all member business loans which are not for agriculture or farm related purposes.","FS220",0,1,1,1,0,0,1
"Acct_388","Net Income (loss) after Cost of Funds","Net income after dividends and interest.","FS220",1,1,0,1,1,1,0
"Acct_389","MBLs (Non-Agriculture) Amount Granted YTD","Report all member business loans which are not for agriculture or farm related purposes.","FS220A",1,0,0,1,0,0,0
"Acct_391","Additional Tranfers to Reg Res or Other Res Accounts","Income earned during the current period which was transferred to the regular reserve account or other reserve accounts in excess of regulatory reserve requirements.","FS220A",1,1,0,1,1,0,0
"Acct_392","Adjusted Net Income (Loss) After all Reserve Transfer","System computed account.","FS220",1,1,0,1,1,0,0
"Acct_393","Transfer to Regular Reserve","Income earned year-to-date which was transferred to the regular reserve account, excluding adjustments for the provision for loan loss expense and voluntary transfers.","FS220A",1,1,0,1,1,0,0
"Acct_395","Income (Loss) before Cost of Funds","Income (loss) year-to-date before dividends and interest have been deducted.","FS220A",1,1,0,1,1,0,0
"Acct_396","Amount of Unsecured Credit Card Loans","Include the dollar amount of outstanding credit card loans.","FS220A",0,1,1,1,1,0,0
"Acct_397","Amount of All Other Unsecured Loans/Lines of Credit","Include the dollar amount of outstanding unsecured loans.","FS220A",0,1,1,1,1,0,0
"Acct_397A","Amount of Payday Alternative Loans (PAL loans)","Amount of Payday Alternative Loans (PAL loans)","FS220H",0,0,0,0,0,0,0
"Acct_399","Number of MBLS (Non-Agriculture) YTD","Report all member business loans which are not for agriculture or farm related purposes.","FS220A",1,0,0,1,0,0,0
"Acct_400","Loans and participation interests qualifying for RBNW","Report the outstanding loan balances of any loan and participation that meets the definition of a member business loan at origination or at time of purchase.","FS220",0,0,0,1,0,0,0
"Acct_400A","Net Member Business Loan Balance","Net Member Business Loan Balance","FS220",0,1,1,0,0,0,0
"Acct_400A1","Total outstanding balance of commercial loans to members","Total outstanding balance of commercial loans to members","FS220L",0,0,0,0,0,0,0
"Acct_400B","Amount of Purchased business loans or participation interests to nonmembers","Purchased business loans or participation interests to nonmembers:  Number of Loans Outstanding","FS220",0,1,1,0,0,0,0
"Acct_400B1","Total outstanding balance of nonmember commercial loans","Total outstanding balance of nonmember commercial loans","FS220L",0,1,1,0,0,0,0
"Acct_400C","Amount of Unsecured Business Loans","Unsecured business loans:  Number of Loans Outstanding","FS220",0,1,1,0,0,0,0
"Acct_400C1","Amount of Unsecured Business Loans outstanding","Amount of Unsecured Business Loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400C2","Amount of Unsecured Revolving Lines of Credit granted for Business Purposes outstanding","Amount of Unsecured Revolving Lines of Credit granted for Business Purposes outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400C3","Amount of purchased business loans or participation interests to nonmembers outstanding unsecured business loans","Amount of purchased business loans or participation interests to nonmembers outstanding unsecured business loans","FS220H",0,0,0,0,0,0,0
"Acct_400C4","Amt of purchased business loans/participation interests to nonmbrs outstanding unsecured revolving lines of credit granted for business purposes","Amount of purchased business loans or participation interests to nonmembers outstanding unsecured revolving lines of credit granted for business purposes","FS220H",0,0,0,0,0,0,0
"Acct_400C5","Outstanding balance of Unsecured Member Commercial Loans","Outstanding balance of Unsecured Member Commercial Loans","FS220L",0,0,0,0,0,0,0
"Acct_400C6","Outstanding balance of Unsecured Revolving Lines of Credit Granted to Members for Commercial Purposes","Outstanding balance of Unsecured Revolving Lines of Credit Granted to Members for Commercial Purposes","FS220L",0,0,0,0,0,0,0
"Acct_400C7","Outstanding balance of purchased  or participation interests in Unsecured Commercial Loans to nonmembers","Outstanding balance of purchased  or participation interests in Unsecured Commercial Loans to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_400C8","Outstanding balance of purchased or participation interests in Unsecured Revolving Lines of Credit for Commercial Purposes to nonmembers","Outstanding balance of purchased or participation interests in Unsecured Revolving Lines of Credit for Commercial Purposes to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_400D","Amount of Purchased business loans or participation interests to members","Purchased business loans or participation interests to members:  Number of Loans Outstanding","FS220",0,1,1,0,0,0,0
"Acct_400F","Amount of Small Business Administration Loans Outstanding","Small Business Administration Loans Outstanding:  Amount","FS220",0,1,1,0,0,0,0
"Acct_400G","Amount of Secured by Non-Farm Residential Property member business loans outstanding","Amount of Secured by Non-Farm Residential Property member business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400G1","Amount of purchased business loans or participation interests to nonmembers outstanding non-farm residential property","Amount of purchased business loans or participation interests to nonmembers outstanding non-farm residential property","FS220H",0,0,0,0,0,0,0
"Acct_400H","Amount of Secured by Owner Occupied Non-farm, Non- Residential Property member business loans outstanding","Amount of Secured by Owner Occupied Non-farm, Non- Residential Property member business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400H1","Amount of purchased business loans or participation interests to nonmembers outstanding secured by owner occupied non-farm, non- residential property","Amount of purchased business loans or participation interests to nonmembers outstanding secured by owner occupied non-farm, non- residential property","FS220H",0,0,0,0,0,0,0
"Acct_400H2","Outstanding balance of member commercial loans Secured by Owner Occupied, Non-Farm, Non-Residential Property","Outstanding balance of member commercial loans Secured by Owner Occupied, Non-Farm, Non-Residential Property","FS220L",0,0,0,0,0,0,0
"Acct_400H3","Outstanding balance of purchased or participation interests in commercial loans Secured by Owner Occupied, Non-Farm, Non-Residential Property to nonmembers","Outstanding balance of purchased or participation interests in commercial loans Secured by Owner Occupied, Non-Farm, Non-Residential Property to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_400J","Amount of Secured by Non-Owner Occupied Non-farm, Non- Residential Property member business loans outstanding","Amount of Secured by Non-Owner Occupied Non-farm, Non- Residential Property member business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400J1","Amt of purchased business loans/participation interests to nonmbrs outstanding secured by non-owner occupied non-farm, non- residential property","Amount of purchased business loans or participation interests to nonmembers outstanding secured by non-owner occupied non-farm, non- residential property","FS220H",0,0,0,0,0,0,0
"Acct_400J2","Outstanding balance of member commercial loans Secured by Non-Owner Occupied, Non-Farm, Non-Residential Property","Outstanding balance of member commercial loans Secured by Non-Owner Occupied, Non-Farm, Non-Residential Property","FS220L",0,0,0,0,0,0,0
"Acct_400J3","Outstanding balance of purchased or participation interests in commercial loans Secured by Non-Owner Occupied, Non-Farm, Non-Residential Property to nonmembers","Outstanding balance of purchased or participation interests in commercial loans Secured by Non-Owner Occupied, Non-Farm, Non-Residential Property to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_400L","Amount of Commercial and industrial loans outstanding","Amount of Commercial and industrial loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400L1","Amount of purchased business loans or participation interests to nonmembers outstanding commercial and industrial loans","Amount of purchased business loans or participation interests to nonmembers outstanding commercial and industrial loans","FS220H",0,0,0,0,0,0,0
"Acct_400L2","Outstanding balance of Member Commercial and Industrial loans","Outstanding balance of Member Commercial and Industrial loans","FS220L",0,0,0,0,0,0,0
"Acct_400L3","Outstanding balance of purchased or participation interests in Commercial and Industrial loans to nonmembers","Outstanding balance of purchased or participation interests in Commercial and Industrial loans to nonmembers","FS220L",0,0,0,0,0,0,0
"Acct_400M","Outstanding balance of member commercial loans Secured Multifamily Property","Outstanding balance of member commercial loans Secured Multifamily Property","FS220L",0,0,0,0,0,0,0
"Acct_400M1","Outstanding balance of purchased or participation interests in commercial loans to nonmembers Secured by Multifamily Property","Outstanding balance of purchased or participation interests in commercial loans to nonmembers Secured by Multifamily Property","FS220L",0,0,0,0,0,0,0
"Acct_400N","Amount of Net Member Business Loan Balance Comprised of 1-4 Family Residential Properties","Amount of Net Member Business Loan Balance Comprised of 1-4 Family Residential Properties","FS220L",0,0,0,0,0,0,0
"Acct_400P","Amount of Commercial Loans/Lines of Credit Not Real Estate Secured","Amount of Commercial Loans/Lines of Credit Not Real Estate Secured","FS220L",0,0,0,0,0,0,0
"Acct_400T","Amount of total business loans outstanding","Amount of total business loans outstanding","FS220H",0,0,0,0,0,0,0
"Acct_400T1","Outstanding balance of all member and non-member commercial loans","Outstanding balance of all member and non-member commercial loans","FS220L",0,0,0,0,0,0,0
"Acct_420","Gain (Loss) on Investments (DO NOT include Gain or Loss on Trading Securities)","Use this account to report the resulting gain (loss) from the sale or disposition of all investments except trading accounts.  In addition, use this account to report declines in fair value that are other than temporary for securities classified as either available for sale or held-to-maturity.","FS220A",1,1,1,1,1,0,0
"Acct_420A","Total Other-Than-Temporary Impairment (OTTI) Losses","Total Other-Than-Temporary Impairment (OTTI) Losses","FS220G",0,0,0,0,0,0,0
"Acct_420B","Less: Portion OTTI Losses in Other Comprehensive Income","Less: Portion OTTI Losses in Other Comprehensive Income","FS220G",0,0,0,0,0,0,0
"Acct_420C","OTTI Losses Recognized in Earnings","OTTI Losses Recognized in Earnings","FS220G",0,0,0,0,0,0,0
"Acct_420D","Gain (Loss) associated with the Hedged Item (Investments) in a Non-Trading, FV Derivatives Hedge","Gain (Loss) associated with the Hedged Item (Investments) in a Non-Trading, FV Derivatives Hedge","FS220J",0,0,0,0,0,0,0
"Acct_421","Gain (Loss) on Non-Trading Derivatives","Gain (Loss) on Non-Trading Derivatives","FS220J",0,0,0,0,0,0,0
"Acct_430","Gain (Loss) on Disposition of Fixed Assets","Income or expense resulting from the sale or other disposition of fixed assets.","FS220A",1,1,1,1,1,0,0
"Acct_431","Gain from Bargain Purchase (Merger)","Gain from Bargain Purchase (Merger)","FS220G",0,0,0,0,0,0,0
"Acct_440","Other Non-Operating Income (Expense)","Miscellaneous non-operating income or expense.  Should include such items as gifts or donations received except in the case of a donated fixed asset of material value which would be recorded as donated equity.","FS220A",1,1,1,1,1,0,0
"Acct_440A","NCUSIF Stabilization Income","NCUSIF Stabilization Income (Include in Line 17)","FS220G",0,0,0,0,0,0,0
"Acct_451","Share Certificates","Report the number of credit union share certificates.  Do not include IRA share certificates.","FS220A",0,0,0,1,0,0,0
"Acct_452","Number of Accounts for Share Drafts","Report the number of credit union share drafts.","FS220A",0,0,0,1,0,0,0
"Acct_453","IRA/KEOGH Accounts","Report the number of credit union IRA/KEOGH accounts.","FS220A",0,0,0,1,0,0,0
"Acct_454","Number of Accounts for Regular Shares","Report the number of credit union regular shares.","FS220A",0,0,0,1,0,0,0
"Acct_455","All other shares","Report the number of all other credit union shares.","FS220A",0,0,0,1,0,0,0
"Acct_457","Non-Member Deposits","Report the number of all non-member deposits.","FS220",0,0,0,1,0,0,0
"Acct_458","Money Market Shares","Report the number of credit union money market share accounts.","FS220A",0,0,0,1,0,0,0
"Acct_459","Brokered Deposits","This account was used prior to June 2006.","FS220C",0,0,0,0,0,0,0
"Acct_459A","Does the credit union offer overdraft Lines Of Credit? (Yes/No)","This account was used prior to June 2006.","FS220",0,1,1,0,0,0,0
"Acct_460","Number of Accounts for Total Shares and Deposits (Sum of items 15-16)","Total Number of Accounts for Total Shares and Deposits.","FS220A",0,1,0,1,0,0,0
"Acct_463","Amount Agriculture MBLs Granted YTD","Report the dollar amount of any member business loan made for the purpose of agriculture or farm related equipment, land, seed, fertilizer, services and similar purposes. This includes both operating and capital loans.","FS220A",1,0,0,1,0,0,0
"Acct_463A","Amount of Agricultural Related Business Loans Granted or Purchased Year-to-Date","Agricultural Related Business Loans:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_463A1","Amount of Secured by Farmland member business loans granted or purchased YTD","Amount of Secured by Farmland member business loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_463A2","Amount of Loans to finance agricultural production and other loans to farmers outstanding","Amount of Loans to finance agricultural production and other loans to farmers outstanding","FS220H",0,0,0,0,0,0,0
"Acct_463A3","Amount of purchased business loans or participation interests to nonmembers purchased YTD farmland to nonmembers","Amount of purchased business loans or participation interests to nonmembers purchased YTD farmland to nonmembers","FS220H",0,0,0,0,0,0,0
"Acct_463A4","Amt of purchased business loans/participation interests to nonmbrs purchased YTD to finance agricultural production and other loans to farmers","Amount of purchased business loans or participation interests to nonmembers purchased YTD to finance agricultural production and other loans to farmers","FS220H",0,0,0,0,0,0,0
"Acct_463A5","Dollar Amount of Member Commercial loans Secured by Farmland granted or purchased YTD","Dollar Amount of Member Commercial loans Secured by Farmland granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_463A6","Dollar Amount of Member Commercial loans to finance agricultural production and other loans to farmers granted or purchased YTD","Dollar Amount of Member Commercial loans to finance agricultural production and other loans to farmers granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_463A7","Dollar Amount of Commercial loans or participation interests to nonmembers Secured by Farmland purchased YTD","Dollar Amount of Commercial loans or participation interests to nonmembers Secured by Farmland purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_463A8","Dollar Amount of Commercial purchased loans or participation interests to nonmembers to finance agricultural production and other loans to farmers purchased YTD","Dollar Amount of Commercial purchased loans or participation interests to nonmembers to finance agricultural production and other loans to farmers purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_465","Number of all other shares and deposits","This account was used prior to June 2006.","FS220B",0,0,0,0,0,0,0
"Acct_466","Distribution of Savings-Number of Accounts","This account was used prior to June 2006.","FS220B",0,0,0,0,0,0,0
"Acct_475","Total Amount MBLs Granted YTD","Sum of Agriculture Related Loans and All Other MBLs.","FS220A",1,1,0,1,0,0,0
"Acct_475A","Amount of Member Business Loans Granted or Purchased Year-to-Date","Member Business Loans:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_475A1","Total Dollar amount of member commercial loans granted or purchased YTD","Total Dollar amount of member commercial loans granted or purchased YTD","FS220L",0,1,1,0,0,0,0
"Acct_475B","Amount of Purchased business loans or participation interests to nonmembers Granted or Purchased Year-to-Date","Purchased business loans or participation interests to nonmembers:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_475B1","Total Dollar amount of nonmember commercial loans purchased YTD","Total Dollar amount of nonmember commercial loans purchased YTD","FS220L",0,1,1,0,0,0,0
"Acct_475C","Amount of Unsecured Business Loans Granted or Purchased Year-to-Date","Unsecured business loans:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_475C1","Amount of Unsecured Business Loans granted or purchased YTD","Amount of Unsecured Business Loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_475C2","Amount of Unsecured Revolving Lines of Credit granted for Business Purposes granted or purchased YTD","Amount of Unsecured Revolving Lines of Credit granted for Business Purposes granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_475C3","Amount of purchased business loans or participation interests to nonmembers purchased YTD unsecured business loans","Amount of purchased business loans or participation interests to nonmembers purchased YTD unsecured business loans","FS220H",0,0,0,0,0,0,0
"Acct_475C4","Amt of purchased business loans/participation interests to nonmbrs purchased YTD unsecured revolving lines of credit granted for business purposes","Amount of purchased business loans or participation interests to nonmembers purchased YTD unsecured revolving lines of credit granted for business purposes","FS220H",0,0,0,0,0,0,0
"Acct_475C5","Dollar Amount of Member Unsecured Commercial Loans granted or purchased YTD","Dollar Amount of Member Unsecured Commercial Loans granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_475C6","Dollar Amount of Member Commercial Unsecured Revolving Lines of Credit Granted or purchased YTD","Dollar Amount of Member Commercial Unsecured Revolving Lines of Credit Granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_475C7","Dollar Amount of purchased or participation interests in Unsecured Commercial Loans to nonmembers purchased YTD","Dollar Amount of purchased or participation interests in Unsecured Commercial Loans to nonmembers purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_475C8","Dollar Amount of Purchased or participation interests in Unsecured Revolving Lines of Credit for Commercial Purposes to nonmembers purchased YTD","Dollar Amount of Purchased or participation interests in Unsecured Revolving Lines of Credit for Commercial Purposes to nonmembers purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_475D","Amount of Purchased business loans or participation interests to members Granted or Purchased Year-to-Date","Purchased business loans or participation interests to members:  Amount of Loans granted or purchased Year-to-Date","FS220",0,1,1,0,0,0,0
"Acct_475G","Amount of Secured by Non-Farm Residential Property member business loans granted or purchased YTD","Amount of Secured by Non-Farm Residential Property member business loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_475G1","Amount of purchased business loans or participation interests to nonmembers purchased YTD non-farm residential property","Amount of purchased business loans or participation interests to nonmembers purchased YTD non-farm residential property","FS220H",0,0,0,0,0,0,0
"Acct_475H","Amount of Secured by Owner Occupied Non-farm, Non- Residential Property member business loans granted or purchased YTD","Amount of Secured by Owner Occupied Non-farm, Non- Residential Property member business loans granted or purchased YTD","FS220H",0,0,0,0,0,0,0
"Acct_475H1","Amt of purchased business loans/participation interests to nonmbrs purchased YTD secured by owner occupied non-farm, non- residential property","Amount of purchased business loans or participation interests to nonmembers purchased YTD secured by owner occupied non-farm, non- residential property","FS220H",0,0,0,0,0,0,0
"Acct_475H2","Dollar Amount of Member Commercial loans Secured by Owner Occupied Non-farm, Non-Residential Property granted or purchased YTD","Dollar Amount of Member Commercial loans Secured by Owner Occupied Non-farm, Non-Residential Property granted or purchased YTD","FS220L",0,0,0,0,0,0,0
"Acct_475H3","Dollar Amount of Purchased or participation interests in commercial loans to nonmembers Secured by Owner Occupied, Non-Farm, Non-Residential Property purchased YTD","Dollar Amount of Purchased or participation interests in commercial loans to nonmembers Secured by Owner Occupied, Non-Farm, Non-Residential Property purchased YTD","FS220L",0,0,0,0,0,0,0
