"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
22032,6/30/2019 0:00:00,12188,"ENTERTAINMENT INDUSTRIES",5258,9/1/2016 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
22032,6/30/2019 0:00:00,12188,"ENTERTAINMENT INDUSTRIES",5259,9/1/2016 0:00:00,2500,"Other","NYCU Foundation","Program Grant"
22070,6/30/2019 0:00:00,12224,"NORTH ALABAMA PAPERMAKERS",459,7/29/2010 0:00:00,3183,"NCUA Technical Assistance Program",,"Not Collected"
22083,6/30/2019 0:00:00,12237,"E L C O",3367,5/23/2013 0:00:00,649,"Association of Credit Union Leagues",,"Program Grant"
22083,6/30/2019 0:00:00,12237,"E L C O",4085,8/31/2014 0:00:00,900,"Association of Credit Union Leagues",,"Program Grant"
22128,6/30/2019 0:00:00,12277,"SERVICE 1ST",3892,3/28/2014 0:00:00,2500,"Other","Pennsylvania Credit Union Foundation","Program Grant"
22128,6/30/2019 0:00:00,12277,"SERVICE 1ST",4803,7/31/2015 0:00:00,7500,"Other","Office of Small Credit Union Initiatives (NCUA)","Program Grant"
22128,6/30/2019 0:00:00,12277,"SERVICE 1ST",5219,4/4/2016 0:00:00,7500,"Other","Office of Small Credit Union Initiatives (NCUA)","Program Grant"
22128,6/30/2019 0:00:00,12277,"SERVICE 1ST",5220,3/8/2016 0:00:00,1500,"Other","CSCU","Program Grant"
22128,6/30/2019 0:00:00,12277,"SERVICE 1ST",5411,7/25/2016 0:00:00,15000,"Other","Office of Small Credit Union Initiatives (NCUA)","Program Grant"
22131,6/30/2019 0:00:00,12280,"FOGCE",461,9/8/2012 0:00:00,2000,"Other","Black Belt Community Foundation","Not Collected"
22131,6/30/2019 0:00:00,12280,"FOGCE",3486,7/5/2013 0:00:00,10000,"Other","Federation of Southern Cooperatives","Program Grant"
22131,6/30/2019 0:00:00,12280,"FOGCE",3487,5/3/2013 0:00:00,20000,"Other","Self Development of People","Program Grant"
22131,6/30/2019 0:00:00,12280,"FOGCE",3757,1/31/2014 0:00:00,1500,"Other","Rodney Pham & Jimmie Paster","Capital- unrestricted donation to equity"
22131,6/30/2019 0:00:00,12280,"FOGCE",5133,6/17/2016 0:00:00,7500,"Other","NCUA urgent Need grant","Program Grant"
22131,6/30/2019 0:00:00,12280,"FOGCE",7047,1/3/2019 0:00:00,5000,"National Federation of Community Development CUs",,"Program Grant"
22131,6/30/2019 0:00:00,12280,"FOGCE",7176,4/26/2019 0:00:00,5000,"National Federation of Community Development CUs",,"Program Grant"
22213,6/30/2019 0:00:00,12357,"HEALTH CARE PROFESSIONALS",7066,10/1/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
22216,6/30/2019 0:00:00,12360,"MISSOURI VALLEY",6891,12/10/2018 0:00:00,10000,"Other","Heartland Credit Union Charitable Fondation","Program Grant"
22219,6/30/2019 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",879,7/14/2011 0:00:00,1666,"NCUA Technical Assistance Program",,"Program Grant"
22219,6/30/2019 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",880,8/17/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
22219,6/30/2019 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",881,11/14/2011 0:00:00,1050,"NCUA Technical Assistance Program",,"Program Grant"
22219,6/30/2019 0:00:00,12363,"U B C SOUTHERN COUNCIL INDUSTRIA WO",3629,8/27/2013 0:00:00,3650,"National Credit Union Foundation",,"Program Grant"
22220,6/30/2019 0:00:00,12364,"KALEIDA HEALTH",6702,9/14/2018 0:00:00,349,"Other","NY Credit Union Association","Program Grant"
22220,6/30/2019 0:00:00,12364,"KALEIDA HEALTH",6703,7/16/2018 0:00:00,249,"Other","NY Credit Union Association","Program Grant"
22220,6/30/2019 0:00:00,12364,"KALEIDA HEALTH",6836,10/10/2018 0:00:00,149,"Other","NY Credit Union Association","Program Grant"
22220,6/30/2019 0:00:00,12364,"KALEIDA HEALTH",7147,5/22/2019 0:00:00,998,"Other","NY Credit Union Association","Program Grant"
22226,6/30/2019 0:00:00,12370,"FIRST BAPTIST CHURCH",232,6/16/2003 0:00:00,2800,"NCUA Technical Assistance Program",,"Program Grant"
22226,6/30/2019 0:00:00,12370,"FIRST BAPTIST CHURCH",233,6/19/2006 0:00:00,550,"NCUA Technical Assistance Program",,"Program Grant"
22226,6/30/2019 0:00:00,12370,"FIRST BAPTIST CHURCH",234,7/6/2006 0:00:00,1455,"NCUA Technical Assistance Program",,"Program Grant"
22226,6/30/2019 0:00:00,12370,"FIRST BAPTIST CHURCH",235,8/1/2011 0:00:00,1382,"NCUA Technical Assistance Program",,"Program Grant"
22226,6/30/2019 0:00:00,12370,"FIRST BAPTIST CHURCH",4153,8/15/2014 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
22241,6/30/2019 0:00:00,12383,"LONG REACH",410,8/31/2010 0:00:00,6878,"Other","NCUA CDRLF","Not Collected"
22241,6/30/2019 0:00:00,12383,"LONG REACH",411,10/15/2010 0:00:00,15000,"Other","NCUA CDRLF","Not Collected"
22241,6/30/2019 0:00:00,12383,"LONG REACH",4619,7/31/2015 0:00:00,10000,"Other","The Office of Small Credit Union Initiatives","Program Grant"
22314,6/30/2019 0:00:00,12454,"CHOCTAW",5516,9/28/2016 0:00:00,99157,"Community Development Financial Institutions Fund",,"Program Grant"
22314,6/30/2019 0:00:00,12454,"CHOCTAW",7174,1/31/2019 0:00:00,112293,"Community Development Financial Institutions Fund",,"Program Grant"
22322,6/30/2019 0:00:00,12462,"CRCH EMPLOYEES",5535,7/25/2016 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
22337,6/30/2019 0:00:00,12476,"MARTINSBURG V.A. CENTER",4366,4/2/2015 0:00:00,3000,"Other","Office of Small Credit Union Intiatives","Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",236,6/30/2004 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",237,8/14/2006 0:00:00,1000,"NCUA Technical Assistance Program",,"Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",238,12/1/2011 0:00:00,800,"Other","Private Donation","Capital- unrestricted donation to equity"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",3313,5/31/2013 0:00:00,3700,"NCUA Technical Assistance Program",,"Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",3541,12/14/2012 0:00:00,25000,"Other","Credit Union","Capital- unrestricted donation to equity"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",3612,9/13/2013 0:00:00,1500,"NCUA Technical Assistance Program",,"Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",5658,12/30/2016 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
22344,6/30/2019 0:00:00,12482,"EMPIRE FINANCIAL",6629,8/31/2018 0:00:00,3000,"New York State Credit Union Foundation",,"Program Grant"
22369,6/30/2019 0:00:00,12506,"TOTAL CHOICE",4298,4/1/2015 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
22369,6/30/2019 0:00:00,12506,"TOTAL CHOICE",6461,8/30/2017 0:00:00,4070,"NCUA Technical Assistance Program",,"Program Grant"
22426,6/30/2019 0:00:00,12562,"SOUTHCOAST",4543,4/1/2015 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",3235,4/10/2013 0:00:00,125,"New York State Credit Union Foundation",,"Not Collected"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",3837,6/5/2014 0:00:00,2500,"National Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",4500,4/3/2015 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",5642,2/6/2017 0:00:00,2500,"National Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",6015,10/2/2017 0:00:00,2500,"National Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",6352,4/16/2018 0:00:00,1800,"National Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",6892,10/22/2018 0:00:00,825,"New York State Credit Union Foundation",,"Program Grant"
22447,6/30/2019 0:00:00,12583,"LOCAL 41 I.B.E.W.",7006,4/1/2019 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
22452,6/30/2019 0:00:00,12587,"TURBINE",4984,12/31/2015 0:00:00,5000,"Other","Carolinas Credit Union Foundation","Program Grant"
22452,6/30/2019 0:00:00,12587,"TURBINE",4986,12/28/2015 0:00:00,5000,"Other","Boeing Employees Credit Union","Program Grant"
22456,6/30/2019 0:00:00,12591,"THE HEART CENTER",4595,3/9/2015 0:00:00,2500,"Association of Credit Union Leagues",,"Pass Through"
22456,6/30/2019 0:00:00,12591,"THE HEART CENTER",5062,3/16/2016 0:00:00,1500,"Association of Credit Union Leagues",,"Pass Through"
22456,6/30/2019 0:00:00,12591,"THE HEART CENTER",5671,2/22/2017 0:00:00,1500,"Association of Credit Union Leagues",,"Program Grant"
22456,6/30/2019 0:00:00,12591,"THE HEART CENTER",6345,3/9/2018 0:00:00,1400,"Association of Credit Union Leagues",,"Pass Through"
22456,6/30/2019 0:00:00,12591,"THE HEART CENTER",6981,2/19/2019 0:00:00,1100,"Association of Credit Union Leagues",,"Program Grant"
22520,6/30/2019 0:00:00,12654,"MTC",4622,7/31/2015 0:00:00,10000,"Other","NCUA  Office of Small Credit Union Initiatives","Program Grant"
22520,6/30/2019 0:00:00,12654,"MTC",5603,7/25/2016 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
22522,6/30/2019 0:00:00,12656,"S. T. P. EMPLOYEES",416,8/14/2008 0:00:00,3000,"Other","PA Credit Union Foundation, Inc.","Not Collected"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",417,8/12/2005 0:00:00,2000,"NCUA Technical Assistance Program",,"Not Collected"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",418,8/12/2005 0:00:00,2000,"Association of Credit Union Leagues",,"Not Collected"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",419,10/31/2005 0:00:00,2695,"NCUA Technical Assistance Program",,"Not Collected"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",420,7/6/2006 0:00:00,3500,"NCUA Technical Assistance Program",,"Not Collected"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",3915,7/1/2014 0:00:00,5000,"Other","Pennsylvania Credit Union Foundation","Program Grant"
22534,6/30/2019 0:00:00,12668,"PEOPLE'S CHOICE",5237,7/25/2016 0:00:00,4000,"Other","NCUA OSCUI","Program Grant"
22581,6/30/2019 0:00:00,12713,"TOTAL COMMUNITY ACTION",3867,5/14/2014 0:00:00,64000,"Community Development Financial Institutions Fund",,"Program Grant"
22681,6/30/2019 0:00:00,12812,"TWIN OAKS",4294,3/31/2015 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
22740,6/30/2019 0:00:00,12869,"HSM",3368,5/20/2013 0:00:00,4000,"Other","OSCUI","Pass Through"
22740,6/30/2019 0:00:00,12869,"HSM",4433,4/1/2015 0:00:00,4000,"Other","OSCUI","Pass Through"
22785,6/30/2019 0:00:00,12914,"RICHLAND PARISH SCHOOLS",4152,12/4/2014 0:00:00,5473,"Other","NCUA OSCUI Grant Program","Program Grant"
23811,6/30/2019 0:00:00,13940,"MID-ISLAND",3950,3/10/2014 0:00:00,4000,"Other","OSCUI Student Intern Grant","Program Grant"
23811,6/30/2019 0:00:00,13940,"MID-ISLAND",5266,6/25/2016 0:00:00,4000,"Other","NCUA OSCUI","Program Grant"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",259,2/21/2008 0:00:00,40000,"Other","EMPIRE STATE DEVELOPMENT CORP","Not Collected"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",260,6/20/2008 0:00:00,6600,"Other","NCUA OFFICE OF SMALL CREDIT UNIONS","Not Collected"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",261,8/1/2010 0:00:00,900,"New York State Credit Union Foundation",,"Not Collected"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",262,8/19/2010 0:00:00,528770,"Community Development Financial Institutions Fund",,"Not Collected"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",3777,3/11/2014 0:00:00,4000,"Other","NCUA STUDENT INTERN GRANT","Program Grant"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",4882,10/1/2015 0:00:00,6000,"National Federation of Community Development CUs",,"Pass Through"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",5371,7/25/2016 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",7064,9/19/2018 0:00:00,600000,"Community Development Financial Institutions Fund",,"Program Grant"
23848,6/30/2019 0:00:00,13977,"GENESEE CO-OP",7214,4/10/2019 0:00:00,1000,"Other","Filene Institute","Program Grant"
23865,6/30/2019 0:00:00,13994,"SYRACUSE COOPERATIVE",263,10/2/2009 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
23896,6/30/2019 0:00:00,14024,"EAST END BAPTIST TABERNACLE",264,8/25/2010 0:00:00,6750,"NCUA Technical Assistance Program",,"Not Collected"
23896,6/30/2019 0:00:00,14024,"EAST END BAPTIST TABERNACLE",265,11/9/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
23896,6/30/2019 0:00:00,14024,"EAST END BAPTIST TABERNACLE",3474,8/27/2013 0:00:00,5000,"NCUA Technical Assistance Program",,"Program Grant"
23896,6/30/2019 0:00:00,14024,"EAST END BAPTIST TABERNACLE",5425,7/25/2016 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
23938,6/30/2019 0:00:00,14066,"WJC",1862,8/15/2012 0:00:00,19762,"Community Development Financial Institutions Fund",,"Pass Through"
23940,6/30/2019 0:00:00,14068,"CONSOLIDATED CONTROLS CORP.",6766,10/29/2018 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
23952,6/30/2019 0:00:00,14080,"UNITED ARKANSAS",6571,5/31/2018 0:00:00,1500,"Other","Cornerstone CU Foundation","Program Grant"
23952,6/30/2019 0:00:00,14080,"UNITED ARKANSAS",6687,8/1/2018 0:00:00,500,"Cuna",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",266,5/6/2011 0:00:00,5000,"Other","NCUA Building Internal Capacity-Building Grant","Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",267,11/29/2011 0:00:00,3750,"National Credit Union Foundation",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",1076,5/15/2012 0:00:00,15000,"Other","NCUA Financial Education","Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",3603,11/15/2013 0:00:00,719814,"Community Development Financial Institutions Fund",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",4086,8/1/2014 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",4087,3/10/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",5611,11/1/2016 0:00:00,4339,"NCUA Technical Assistance Program",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",6415,3/20/2018 0:00:00,695,"New York State Credit Union Foundation",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",6487,6/30/2018 0:00:00,1555,"National Credit Union Foundation",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",6647,9/19/2018 0:00:00,875000,"Community Development Financial Institutions Fund",,"Program Grant"
23958,6/30/2019 0:00:00,14086,"NEW YORK UNIVERSITY",7002,2/20/2019 0:00:00,3500,"New York State Credit Union Foundation",,"Program Grant"
23979,6/30/2019 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",3147,8/15/2012 0:00:00,24500,"NCUA Technical Assistance Program",,"Not Collected"
23979,6/30/2019 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",3148,8/24/2011 0:00:00,7500,"NCUA Technical Assistance Program",,"Not Collected"
23979,6/30/2019 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",4238,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
23979,6/30/2019 0:00:00,14107,"GEORGETOWN UNIVERSITY ALUMNI AND ST",6322,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
24003,6/30/2019 0:00:00,14131,"LOCAL GOVERNMENT",5618,8/19/2016 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
24039,6/30/2019 0:00:00,14167,"N.I.C.E.",412,8/31/2011 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24039,6/30/2019 0:00:00,14167,"N.I.C.E.",4157,11/20/2014 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
24090,6/30/2019 0:00:00,14218,"NATRIUM EMPLOYEES",480,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24090,6/30/2019 0:00:00,14218,"NATRIUM EMPLOYEES",6843,11/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24090,6/30/2019 0:00:00,14218,"NATRIUM EMPLOYEES",6989,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24104,6/30/2019 0:00:00,14232,"TROUVAILLE",481,3/12/2012 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
24104,6/30/2019 0:00:00,14232,"TROUVAILLE",4475,4/2/2015 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
24108,6/30/2019 0:00:00,14236,"INDIANA HEARTLAND",4398,4/2/2015 0:00:00,4000,"Other","ncua/oscui","Program Grant"
24108,6/30/2019 0:00:00,14236,"INDIANA HEARTLAND",5433,7/15/2016 0:00:00,15000,"Other","oscui","Program Grant"
24108,6/30/2019 0:00:00,14236,"INDIANA HEARTLAND",6161,7/25/2017 0:00:00,7000,"Other","ncua","Program Grant"
24108,6/30/2019 0:00:00,14236,"INDIANA HEARTLAND",6951,10/29/2018 0:00:00,10000,"National Credit Union Foundation",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",1074,5/31/2012 0:00:00,29279,"National Federation of Community Development CUs",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",1075,11/10/2011 0:00:00,41036,"National Federation of Community Development CUs",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",3483,8/1/2013 0:00:00,5000,"National Federation of Community Development CUs",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",5117,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",5521,7/25/2016 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",5927,8/22/2017 0:00:00,4350,"Other","NeighborWorks Project reinvest throu BALANCE","Program Grant"
24167,6/30/2019 0:00:00,14295,"NEW COMMUNITY",6782,11/8/2018 0:00:00,15500,"Other","HUD/BALANCE","Program Grant"
24173,6/30/2019 0:00:00,14301,"INFINITY",6478,3/23/2018 0:00:00,5000,"Other","Workforce Development","Program Grant"
24192,6/30/2019 0:00:00,14319,"BEVERLY MUNICIPAL",5452,7/25/2016 0:00:00,3000,"Other","NCUA","Program Grant"
24192,6/30/2019 0:00:00,14319,"BEVERLY MUNICIPAL",6088,8/30/2017 0:00:00,7500,"Community Development Financial Institutions Fund",,"Program Grant"
24221,6/30/2019 0:00:00,14348,"CHATTAHOOCHEE",2315,8/15/2012 0:00:00,9417,"NCUA Technical Assistance Program",,"Program Grant"
24224,6/30/2019 0:00:00,14351,"ROCKLAND",7195,1/2/2019 0:00:00,199040,"Other","STATE OF MASSACHUSETTS","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",270,7/29/2010 0:00:00,2395,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",271,8/19/2010 0:00:00,750000,"Community Development Financial Institutions Fund",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",272,8/23/2010 0:00:00,1500,"New York State Credit Union Foundation",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",273,8/26/2010 0:00:00,6500,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",274,6/16/2011 0:00:00,1500,"New York State Credit Union Foundation",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",275,7/29/2011 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",276,8/22/2011 0:00:00,6879,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",277,9/26/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",278,10/24/2011 0:00:00,105000,"Other","Empire State Development Corporation","Not Collected"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",2020,9/25/2012 0:00:00,494806,"Community Development Financial Institutions Fund",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3217,12/28/2012 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3287,6/17/2013 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",3654,8/19/2013 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4790,9/18/2015 0:00:00,225000,"Other","Opportunity Finance Network","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4791,7/31/2015 0:00:00,24000,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4792,12/26/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4926,11/23/2015 0:00:00,90000,"Other","Empire State Develpment Corp","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",4927,11/20/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",5366,7/28/2016 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",5612,11/10/2016 0:00:00,90000,"Other","Empire State Development Corporation","Program Grant"
24232,6/30/2019 0:00:00,14359,"LOWER EAST SIDE PEOPLE'S",7044,1/1/2019 0:00:00,700000,"Community Development Financial Institutions Fund",,"Program Grant"
24250,6/30/2019 0:00:00,14377,"I-C",3749,8/27/2013 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
24257,6/30/2019 0:00:00,14384,"RIVER TOWN",3709,2/20/2014 0:00:00,750,"Association of Credit Union Leagues",,"Pass Through"
24257,6/30/2019 0:00:00,14384,"RIVER TOWN",5635,3/22/2017 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
24257,6/30/2019 0:00:00,14384,"RIVER TOWN",5883,4/25/2017 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
24262,6/30/2019 0:00:00,14389,"PHI BETA SIGMA",5621,12/20/2016 0:00:00,17065,"Other","Phi Beta Sigma Fraternity, Inc.","Capital- unrestricted donation to equity"
24262,6/30/2019 0:00:00,14389,"PHI BETA SIGMA",6155,5/10/2017 0:00:00,30000,"Other","Phi Beta Sigma National Foundation","Capital- unrestricted donation to equity"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",280,11/2/2011 0:00:00,1023,"New York State Credit Union Foundation",,"Not Collected"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",2068,7/16/2012 0:00:00,546,"New York State Credit Union Foundation",,"Not Collected"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",3267,6/28/2013 0:00:00,500,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",3887,6/13/2014 0:00:00,449,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",4014,8/15/2014 0:00:00,249,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",4015,6/4/2014 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",4310,3/27/2015 0:00:00,469,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",4311,3/13/2015 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",5044,4/7/2016 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",5695,3/1/2017 0:00:00,399,"Association of Credit Union Leagues",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",6000,9/17/2017 0:00:00,249,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",6381,3/23/2018 0:00:00,2315,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",6382,1/22/2018 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",6623,8/6/2018 0:00:00,349,"Association of Credit Union Leagues",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",7003,3/1/2019 0:00:00,449,"New York State Credit Union Foundation",,"Program Grant"
24274,6/30/2019 0:00:00,14401,"GREECE COMMUNITY",7121,5/15/2019 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
24290,6/30/2019 0:00:00,14417,"UNIVERSITY OF PENNSYLVANIA STUDENTS",5475,7/25/2016 0:00:00,10000,"Other","Office of Small Credit Union Initiatives","Program Grant"
